ENTITY_CD,ENTITY_NAME,YEAR,NUM_SUSPENSIONS,PER_SUSPENSIONS
321000011477,MARBLE HILL HIGH SCHOOL OF INTERNATIONAL STUDIES,2015,4,1
321000011524,CROTONA INTERNATIONAL HIGH SCHOOL,2015,2,1
321000011546,BRONX THEATRE HIGH SCHOOL,2015,19,4
321000011549,DISCOVERY HIGH SCHOOL,2015,13,2
321000860704,NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES (THE),2015,38,9
321000860904,INTERNATIONAL LEADERSHIP CHARTER SCHOOL,2015,8,3
321000860914,BRONX COMMUNITY CHARTER SCHOOL,2015,7,2
321000860999,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE,2015,62,13
321000861032,TECH INTERNATIONAL CHARTER SCHOOL,2015,12,4
321100010000,NEW YORK CITY GEOGRAPHIC DISTRICT #11,2015,396,1
321100010019,PS 19 JUDITH K WEISS,2015,1,0
321100010021,PS 21 PHILIP H SHERIDAN,2015,2,0
321100010041,PS 41 GUN HILL ROAD,2015,3,0
321100010068,PS 68,2015,7,1
321100010076,PS 76 BENNINGTON SCHOOL (THE),2015,2,0
321100010078,PS 78 ANNE HUTCHINSON,2015,2,0
321100010083,PS 83 DONALD HERTZ,2015,4,0
321100010089,PS 89,2015,2,0
321100010097,PS 97,2015,1,0
321100010103,PS 103 HECTOR FONTANEZ,2015,1,0
321100010105,PS 105 SENATOR ABRAHAM BERNSTEIN,2015,2,0
321100010111,PS 111 SETON FALLS,2015,2,0
321100010121,PS 121 THROOP,2015,2,0
321100010127,JHS 127 CASTLE HILL (THE),2015,10,1
321100010144,JHS 144 MICHELANGELO,2015,20,4
321100010153,PS 153 HELEN KELLER,2015,2,0
321100010160,PS 160 WALT DISNEY,2015,2,1
321100010169,BAYCHESTER ACADEMY,2015,2,0
321100010180,MS 180 DR DANIEL HALE WILLIAMS,2015,3,0
321100010181,IS 181 PABLO CASALS,2015,16,2
321100010189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,2015,5,1
321100010194,PS/MS 194,2015,5,0
321100010287,FORWARD SCHOOL (THE),2015,27,11
321100010289,YOUNG SCHOLARS ACADEMY OF THE BRONX (THE),2015,21,7
321100010326,BRONX GREEN MIDDLE SCHOOL,2015,7,2
321100010355,BRONX ALLIANCE MIDDLE SCHOOL,2015,11,6
321100010370,SCHOOL OF DIPLOMACY,2015,10,4
321100010462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL,2015,1,0
321100010468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,2015,12,4
321100010498,PS/MS 498 VAN NEST ACADEMY,2015,3,1
321100010529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,2015,13,4
321100010532,BAYCHESTER MIDDLE SCHOOL,2015,9,3
321100010556,BRONX PARK MIDDLE SCHOOL,2015,2,0
321100010566,PELHAM GARDENS MIDDLE SCHOOL,2015,21,5
321100011253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,2015,18,5
321100011265,BRONX LAB SCHOOL,2015,8,2
321100011270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP,2015,12,3
321100011272,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,2015,16,7
321100011275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,2015,4,1
321100011288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,2015,1,0
321100011290,BRONX ACADEMY OF HEALTH CAREERS,2015,7,1
321100011418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,2015,16,3
321100011455,HARRY S TRUMAN HIGH SCHOOL,2015,14,1
321100011508,BRONXDALE HIGH SCHOOL,2015,1,0
321100011509,HIGH SCHOOL FOR LANGUAGE AND INNOVATION,2015,3,1
321100011513,NEW WORLD HIGH SCHOOL,2015,3,1
321100011514,BRONXWOOD PREPARATORY ACADEMY (THE),2015,21,5
321100011544,HIGH SCHOOL OF CONTEMPORARY ARTS,2015,9,2
321100011545,BRONX AEROSPACE HIGH SCHOOL,2015,30,7
321100860855,BRONX CHARTER SCHOOL FOR BETTER LEARNING,2015,27,6
321100860956,EQUALITY CHARTER SCHOOL,2015,59,17
321200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #12,2015,353,2
321200010006,PS 6 WEST FARMS,2015,5,1
321200010066,PS 66 SCHOOL OF HIGHER EXPECTATIONS,2015,3,0
321200010067,PS 67 MOHEGAN SCHOOL,2015,6,1
321200010092,PS 92,2015,5,1
321200010098,JHS 98 HERMAN RIDDER,2015,18,7
321200010129,MS 129 ACADEMY OF INDEPENDENT LEARNING AND LEADERSHIP,2015,11,2
321200010134,PS 134 GEORGE F BRISTOW,2015,1,0
321200010150,PS 150 CHARLES JAMES FOX,2015,2,0
321200010190,ESMT-IS 190,2015,5,2
321200010195,PS 195,2015,1,0
321200010211,PS 211,2015,1,0
321200010212,PS 212,2015,4,1
321200010214,PS 214,2015,2,0
321200010217,SCHOOL OF PERFORMING ARTS,2015,10,3
321200010242,MOTT HALL V,2015,6,1
321200010273,FREDERICK DOUGLASS ACADEMY V MIDDLE SCHOOL,2015,9,3
321200010286,FANNIE LOU HAMER MIDDLE SCHOOL,2015,4,2
321200010300,SCHOOL OF SCIENCE AND APPLIED LEARNING,2015,6,1
321200010316,KNOWLEDGE AND POWER PREPARATORY ACADEMY III,2015,1,0
321200010318,"IS 318 MATH, SCIENCE & TECH THROUGH ARTS SCHOOL",2015,15,5
321200010341,ACCION ACADEMY,2015,10,7
321200010372,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,2015,6,1
321200010383,EMOLIOR ACADEMY,2015,8,3
321200010384,ENTRADA ACADEMY,2015,27,9
321200010463,URBAN SCHOLARS COMMUNITY SCHOOL,2015,1,0
321200011248,METROPOLITAN HIGH SCHOOL (THE),2015,2,1
321200011251,EXPLORATIONS ACADEMY,2015,19,5
321200011267,BRONX LATIN SCHOOL,2015,9,2
321200011271,EAST BRONX ACADEMY FOR THE FUTURE,2015,32,5
321200011278,PEACE AND DIVERSITY ACADEMY,2015,8,5
321200011388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,2015,6,1
321200011446,ARTURO A SCHOMBURG SATELLITE ACADEMY BRONX,2015,1,1
321200011479,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,2015,4,1
321200011480,BRONX REGIONAL HIGH SCHOOL,2015,7,4
321200011511,BRONX ENVISION ACADEMY,2015,25,7
321200011521,METROPOLITAN SOUNDVIEW HIGH SCHOOL (THE),2015,23,6
321200011550,HIGH SCHOOL OF WORLD CULTURES,2015,2,1
321200011682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,2015,31,7
321200011684,WINGS ACADEMY,2015,15,3
321200011692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2015,2,0
321200860870,BRONX LIGHTHOUSE CHARTER SCHOOL,2015,43,6
321200860898,SOUTH BRONX CLASSICAL CHARTER SCHOOL,2015,88,24
321200860965,DR RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL,2015,28,5
321200861010,ROADS CHARTER SCHOOL II,2015,76,34
321200861026,CHILDREN'S AID COLLEGE PREPARATORY CHARTER SCHOOL,2015,21,8
331300010000,NEW YORK CITY GEOGRAPHIC DISTRICT #13,2015,240,1
331300010008,PS 8 ROBERT FULTON,2015,5,1
331300010011,PS 11 PURVIS J BEHAN,2015,2,0
331300010020,PS 20 CLINTON HILL,2015,3,1
331300010044,PS 44 MARCUS GARVEY,2015,1,0
331300010054,PS 54 SAMUEL C BARNES,2015,1,0
331300010093,PS 93 WILLIAM H PRESCOTT,2015,1,0
331300010113,MS 113 RONALD EDMONDS LEARNING CENTER,2015,27,5
331300010265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2015,10,2
331300010266,MS 266 PARK PLACE COMMUNITY MIDDLE SCHOOL,2015,7,5
331300010270,PS 270 JOHANN DEKALB,2015,1,1
331300010282,PS 282 PARK SLOPE,2015,17,2
331300010301,SATELLITE EAST MIDDLE SCHOOL,2015,5,4
331300010305,PS 305 DR PETER RAY,2015,4,2
331300010307,PS 307 DANIEL HALE WILLIAMS,2015,1,0
331300010313,SATELLITE WEST MIDDLE SCHOOL,2015,2,2
331300010351,URBAN ASSEMBLY UNISON SCHOOL (THE),2015,17,9
331300010691,FORT GREEN PREPARATORY ACADEMY,2015,6,2
331300011350,URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATERS EDGE (THE),2015,17,4
331300011412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS & MEDIA",2015,8,2
331300011419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCI, TECH AND CREATIVE ARTS",2015,8,1
331300011430,BROOKLYN TECHNICAL HIGH SCHOOL,2015,7,0
331300011439,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,2015,1,0
331300011483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2015,9,2
331300011492,ACADEMY OF ARTS AND LETTERS,2015,5,1
331300011499,ACORN COMMUNITY HIGH SCHOOL,2015,33,7
331300011527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,2015,4,1
331300011595,BEDFORD ACADEMY HIGH SCHOOL,2015,9,2
331300011605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCHOOL,2015,17,3
331300011616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,2015,3,2
331300011670,BENJAMIN BANNEKER ACADEMY,2015,4,0
331300011674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE AND TECHNOLOGY",2015,5,1
331300860810,COMMUNITY PARTNERSHIP CHARTER SCHOOL,2015,26,6
331300860893,COMMUNITY ROOTS CHARTER SCHOOL,2015,21,5
331300860901,LEADERSHIP PREPARATORY BEDFORD STUYVESANT CHARTER SCHOOL,2015,9,1
331300860902,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,2015,120,12
331300860937,BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,2015,9,3
331300861006,URBAN DOVE TEAM CHARTER SCHOOL,2015,7,3
331300861039,SUCCESS ACADEMY CHARTER SCHOOL-FORT GREENE,2015,51,25
331300861056,UNITY PREPARATORY CHARTER SCHOOL OF BROOKLYN,2015,25,11
331300861063,BROOKLYN LABORATORY CHARTER SCHOOL,2015,38,30
331300861066,COMPASS CHARTER SCHOOL,2015,3,3
331400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #14,2015,313,2
331400010050,JHS 50 JOHN D WELLS,2015,12,5
331400010110,PS 110 THE MONITOR,2015,1,0
331400010126,JOHN ERICSSON MIDDLE SCHOOL 126,2015,8,2
331400010157,PS/IS 157 BENJAMIN FRANKLIN HEATH AND SCIENCE (THE),2015,3,1
331400010250,PS 250 GEORGE H LINDSEY,2015,1,0
331400010257,PS 257 JOHN F HYLAN,2015,1,0
331400010297,PS 297 ABRAHAM STOCKTON,2015,1,0
331400010318,IS 318 EUGENO MARIA DE HOSTOS,2015,67,4
331400010414,BROOKLYN ARBOR ELEMENTARY SCHOOL,2015,1,0
331400010577,CONSELYEA PREPARATORY SCHOOL,2015,3,1
331400010582,MS 582,2015,6,2
331400011071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2015,29,4
331400011322,FOUNDATIONS ACADEMY,2015,27,25
331400011330,URBAN ASSEMBLY SCHOOL FOR THE URBAN ENVIRONMENT (THE),2015,7,12
331400011454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2015,5,2
331400011474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2015,8,1
331400011477,SCHOOL FOR LEGAL STUDIES,2015,34,6
331400011478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2015,14,1
331400011488,BROOKLYN PREPARATORY HIGH SCHOOL,2015,11,2
331400011558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2015,28,5
331400011561,WILLIAMSBURG PREPARATORY SCHOOL,2015,4,1
331400011586,LYONS COMMUNITY SCHOOL,2015,6,1
331400011610,AUTOMOTIVE HIGH SCHOOL,2015,21,5
331400011614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,2015,9,2
331400011632,FRANCES PERKINS ACADEMY,2015,5,3
331400011685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,2015,1,0
331400860809,BROOKLYN CHARTER SCHOOL (THE),2015,3,1
331400860825,BEGINNING WITH CHILDREN CHARTER SCHOOL,2015,16,4
331400860865,WILLIAMSBURG CHARTER HIGH SCHOOL,2015,68,7
331400860885,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,2015,20,4
331400860945,NORTHSIDE CHARTER HIGH SCHOOL,2015,51,13
331400861007,SUCCESS ACADEMY CHARTER SCHOOL-BEDFORD STUYVESANT 1,2015,15,3
331400861021,BEGINNING WITH CHILDREN CHARTER SCHOOL II,2015,6,3
331400861022,SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 2,2015,27,9
331400861024,SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG,2015,26,7
331400861036,CITIZENS OF THE WORLD CHARTER SCHOOL 1,2015,10,5
331500010000,NEW YORK CITY GEOGRAPHIC DISTRICT #15,2015,150,1
331500010001,PS 1 BERGEN (THE),2015,1,0
331500010024,PS 24,2015,2,0
331500010032,PS 32 SAMUELS MILLS SPROLE,2015,2,0
331500010038,PS 38 PACIFIC (THE),2015,3,1
331500010039,PS 39 HENRY BRISTOW,2015,2,1
331500010051,MS 51 WILLIAM ALEXANDER,2015,2,0
331500010058,PS 58 CARROLL (THE),2015,1,0
331500010088,JHS 88 PETER ROUGET,2015,10,1
331500010094,PS 94 HENRY LONGFELLOW (THE),2015,4,0
331500010136,IS 136 CHARLES O DEWEY,2015,3,1
331500010146,PS 146,2015,1,0
331500010169,PS 169 SUNSET PARK,2015,1,0
331500010172,PS 172 BEACON SCHOOL OF EXCELLENCE,2015,1,0
331500010261,PS 261 PHILIP LIVINGSTON,2015,2,0
331500010442,MS 442 CARROLL GARDENS SCHOOL FOR INNOVATION,2015,12,6
331500010448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,2015,12,2
331500010821,SUNSET PARK PREP,2015,4,1
331500011423,BROOKLYN FRONTIERS HIGH SCHOOL,2015,12,6
331500011429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,2015,3,1
331500011462,SECONDARY SCHOOL FOR LAW,2015,6,2
331500011463,SECONDARY SCHOOL FOR JOURNALISM,2015,10,3
331500011464,PARK SLOPE COLLEGIATE,2015,4,1
331500011497,SCHOOL FOR INTERNATIONAL STUDIES,2015,6,1
331500011519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2015,15,2
331500011592,KHALIL GIBRAN INTERNATIONAL ACADEMY,2015,6,4
331500011656,BROOKLYN HIGH SCHOOL OF THE ARTS,2015,17,2
331500011667,SUNSET PARK HIGH SCHOOL,2015,8,1
331500860878,HELLENIC CLASSICAL CHARTER SCHOOL,2015,1,0
331500860927,PAVE ACADEMY CHARTER SCHOOL,2015,35,8
331500860935,BROOKLYN PROSPECT CHARTER SCHOOL,2015,22,3
331500860953,SUMMIT ACADEMY CHARTER SCHOOL,2015,75,23
331500861011,BROOKLYN URBAN GARDEN CHARTER SCHOOL,2015,8,4
331500861016,NEW DAWN CHARTER HIGH SCHOOL,2015,4,1
331500861023,SUCCESS ACADEMY CHARTER SCHOOL-COBBLE HILL,2015,48,14
331600010000,NEW YORK CITY GEOGRAPHIC DISTRICT #16,2015,97,1
331600010005,PS 5 DR RONALD MCNAIR,2015,3,1
331600010021,PS 21 CRISPUS ATTUCKS,2015,1,0
331600010026,PS 26 JESSE OWENS,2015,1,0
331600010040,PS 40 GEORGE W CARVER,2015,2,1
331600010057,JHS 57 WHITELAW REID,2015,7,4
331600010262,PS 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,2015,3,1
331600010267,"MS 267 MATH, SCIENCE & TECHNOLOGY",2015,5,2
331600010308,PS 308 CLARA CARDWELL,2015,5,1
331600010309,PS 309 GEORGE E WIBECAN PREPARATORY ACADEMY,2015,1,0
331600010335,PS 335 GRANVILLE T WOODS,2015,1,0
331600010385,SCHOOL OF BUSINESS FINANCE & ENTREPRENEURSHIP,2015,2,2
331600010393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,2015,4,4
331600010534,UPPER SCHOOL AT PS 25,2015,5,5
331600010584,MS 584,2015,8,8
331600010628,BROOKLYN BROWNSTONE SCHOOL,2015,1,1
331600010681,MADIBA PREP MIDDLE SCHOOL,2015,6,3
331600011455,BOYS AND GIRLS HIGH SCHOOL,2015,17,3
331600011498,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,2015,15,3
331600011688,BROOKLYN ACADEMY OF GLOBAL FINANCE (THE),2015,10,7
331600860847,BROOKLYN EXCELSIOR CHARTER SCHOOL,2015,82,12
331600860860,EXCELLENCE BOYS CHARTER SCHOOL OF BEDFORD STUYVESANT,2015,32,4
331600860918,BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL,2015,26,6
331600860924,LA CIMA CHARTER SCHOOL,2015,22,5
331600860938,EXCELLENCE GIRLS CHARTER SCHOOL,2015,48,8
331600860971,BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL,2015,39,7
331600860975,TEACHING FIRMS OF AMERICA PROFESSIONAL PREP CHARTER,2015,7,2
331600861003,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,2015,64,21
331700010000,NEW YORK CITY GEOGRAPHIC DISTRICT #17,2015,369,2
331700010002,PARKSIDE PREPARATORY ACADEMY,2015,19,4
331700010006,PS 6,2015,1,0
331700010012,DR JACQUELINE PEEK-DAVIS SCHOOL,2015,4,2
331700010061,MS 61 DR GLADSTONE H ATWELL,2015,28,4
331700010091,PS 91 ALBANY AVENUE SCHOOL (THE),2015,8,2
331700010092,PS 92 ADRIAN HEGEMAN,2015,1,0
331700010138,PS 138,2015,9,1
331700010161,PS 161 CROWN (THE),2015,4,1
331700010181,PS 181,2015,6,1
331700010189,PS 189 BILINGUAL CENTER (THE),2015,25,2
331700010191,PS 191 PAUL ROBESON,2015,4,2
331700010221,PS 221 TOUSSAINT L'OUVERTURE,2015,1,0
331700010241,PS 241 EMMA L JOHNSTON,2015,2,0
331700010246,MS 246 WALT WHITMAN,2015,21,4
331700010289,PS 289 GEORGE V BROWER,2015,1,0
331700010334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE,2015,8,6
331700010340,IS 340,2015,4,2
331700010352,EBBETS FIELD MIDDLE SCHOOL,2015,9,4
331700010354,SCHOOL OF INTEGRATED LEARNING (THE),2015,6,3
331700010375,PS 375 JACKIE ROBINSON SCHOOL,2015,2,0
331700010394,MS 394,2015,8,2
331700010484,RONALD EDMONDS LEARNING CTR II,2015,4,3
331700010532,NEW BRIDGES ELEMENTARY SCHOOL,2015,1,0
331700010705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,2015,5,2
331700010722,NEW HEIGHTS MIDDLE SCHOOL,2015,21,6
331700010770,PS 770 NEW AMERICAN ACADEMY,2015,2,1
331700011122,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,2015,13,3
331700011382,ACAD FOR COLLEGE PREP & CAREER EXPLORATION: A COLLEGE BOARD SCH,2015,11,2
331700011408,ACADEMY OF HOSPITALITY AND TOURISM,2015,4,1
331700011489,W E B DUBOIS ACADEMIC HIGH SCHOOL,2015,4,4
331700011524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,2015,5,1
331700011528,HIGH SCHOOL FOR GLOBAL CITIZENSHIP (THE),2015,1,0
331700011531,SCHOOL FOR HUMAN RIGHTS (THE),2015,3,1
331700011533,SCHOOL FOR DEMOCRACY AND LEADERSHIP,2015,14,4
331700011537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT,2015,15,4
331700011539,HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS,2015,10,2
331700011543,"SCIENCE, TECH & RESEARCH HIGH SCHOOL AT ERASMUS",2015,5,1
331700011547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,2015,21,5
331700011548,BROOKLYN SCHOOL FOR MUSIC & THEATER,2015,11,3
331700011568,BROWNSVILLE ACADEMY HIGH SCHOOL,2015,5,3
331700011590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,2015,7,1
331700011600,CLARA BARTON HIGH SCHOOL,2015,33,2
331700011745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,2015,2,1
331700011751,ACADEMY FOR HEALTH CAREERS,2015,1,0
331700860841,EXPLORE CHARTER SCHOOL,2015,104,20
331700860879,ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL,2015,108,11
331700860882,KIPP AMP CHARTER SCHOOL,2015,85,10
331700860950,EXPLORE EMPOWER CHARTER SCHOOL,2015,94,20
331700860951,FAHARI ACADEMY CHARTER SCHOOL,2015,50,13
331700860967,LEFFERTS GARDENS CHARTER SCHOOL,2015,23,5
331700861027,EXPLORE EXCEED CHARTER SCHOOL,2015,52,14
331700861037,CITIZENS OF THE WORLD CHARTER SCHOOL 2,2015,21,10
331700861040,SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS,2015,14,6
331700861041,SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEIGHTS,2015,11,5
331800010000,NEW YORK CITY GEOGRAPHIC DISTRICT #18,2015,284,2
331800010066,PS 66,2015,2,0
331800010068,IS 68 ISAAC BILDERSEE,2015,18,3
331800010114,PS 114 RYDER ELEMENTARY,2015,5,1
331800010115,PS 115 DANIEL MUCATEL SCHOOL,2015,11,1
331800010135,PS 135 SHELDON A BROOKNER,2015,3,0
331800010208,PS 208 ELSA EBELING,2015,1,0
331800010211,IS 211 JOHN WILSON,2015,25,4
331800010219,PS 219 KENNEDY-KING,2015,8,2
331800010233,PS 233 LANGSTON HUGHES,2015,2,0
331800010235,PS 235 LENOX SCHOOL,2015,3,0
331800010244,PS 244 RICHARD R GREEN,2015,8,1
331800010268,PS 268 EMMA LAZARUS,2015,1,0
331800010272,PS 272 CURTIS ESTABROOK,2015,1,0
331800010276,PS 276 LOUIS MARSHALL,2015,5,1
331800010279,PS 279 HERMAN SCHREIBER,2015,2,0
331800010285,IS 285 MEYER LEVIN,2015,11,1
331800010366,SCIENCE AND MEDICINE MIDDLE SCHOOL (THE),2015,17,3
331800010581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,2015,6,3
331800010588,MIDDLE SCHOOL FOR ART AND PHILOSPHY,2015,5,2
331800010598,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,2015,23,10
331800011563,IT TAKES A VILLAGE ACADEMY,2015,9,2
331800011566,BROOKLYN GENERATION SCHOOL,2015,12,4
331800011567,BROOKLYN THEATRE ARTS HIGH SCHOOL,2015,17,4
331800011569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,2015,6,2
331800011576,VICTORY COLLEGIATE HIGH SCHOOL,2015,14,4
331800011589,ARTS AND MEDIA PREPARATORY ACADEMY,2015,6,2
331800011617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,2015,13,4
331800011629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,2015,6,2
331800011633,HIGH SCHOOL FOR MEDICAL PROFESSIONS,2015,8,2
331800011637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,2015,5,2
331800011642,URBAN ACTION ACADEMY,2015,27,9
331800011673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,2015,4,2
331800860702,EXPLORE EXCEL CHARTER SCHOOL,2015,33,8
331800860908,KINGS COLLEGIATE CHARTER SCHOOL,2015,26,5
331800860916,BROOKLYN ASCEND CHARTER SCHOOL,2015,71,7
331800860943,LEADERSHIP PREPARATORY CANARSIE CHARTER SCHOOL,2015,34,14
331800860983,NEW HOPE ACADEMY CHARTER SCHOOL,2015,6,2
331800860988,CULTURAL ARTS ACADEMY CHARTER SCHOOL AT SPRING CREEK,2015,8,3
331800861033,CANARSIE ASCEND CHARTER SCHOOL,2015,22,9
331800861057,NEW AMERICAN ACADEMY CHARTER SCHOOL (THE),2015,11,6
331900010000,NEW YORK CITY GEOGRAPHIC DISTRICT #19,2015,382,2
331900010007,PS 7 ABRAHAM LINCOLN,2015,2,0
331900010013,PS 13 ROBERTO CLEMENTE,2015,1,0
331900010089,PS 89 CYPRESS HILLS,2015,3,1
331900010108,PS 108 SAL ABBRACCIAMENTO,2015,1,0
331900010149,PS 149 DANNY KAYE,2015,2,0
331900010158,PS 158 WARWICK,2015,6,1
331900010159,PS 159 ISAAC PITKIN,2015,6,1
331900010171,IS 171 ABRAHAM LINCOLN,2015,20,3
331900010174,PS 174 DUMONT,2015,1,1
331900010202,PS 202 ERNEST S JENKYNS,2015,7,1
331900010213,PS 213 NEW LOTS,2015,5,1
331900010214,PS 214 MICHAEL FRIEDSAM,2015,4,0
331900010218,JHS 218 JAMES P SINNOTT,2015,10,2
331900010224,PS 224 HALE A WOODRUFF,2015,7,2
331900010273,PS 273 WORTMAN,2015,2,1
331900010290,PS 290 JUAN MOREL CAMPOS,2015,1,0
331900010292,JHS 292 MARGARET S DOUGLAS,2015,26,4
331900010306,PS 306 ETHAN ALLEN,2015,23,4
331900010311,ESSENCE SCHOOL,2015,6,5
331900010328,PS 328 PHYLLIS WHEATLEY,2015,1,0
331900010345,PS 345 PATROLMAN ROBERT BOLDEN,2015,3,1
331900010346,PS 346 ABE STARK,2015,2,0
331900010364,IS 364 GATEWAY,2015,21,6
331900010452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,2015,4,1
331900010557,BROOKLYN GARDENS ELEMENTARY SCHOOL,2015,1,0
331900010654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,2015,9,4
331900010661,VISTA ACADEMY,2015,11,5
331900010662,LIBERTY AVENUE MIDDLE SCHOOL,2015,6,2
331900010663,SCHOOL OF THE FUTURE BROOKLYN,2015,1,1
331900010677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,2015,12,2
331900010678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,2015,2,1
331900011404,ACADEMY FOR YOUNG WRITERS,2015,21,4
331900011409,EAST NEW YORK FAMILY ACADEMY,2015,10,2
331900011422,SPRING CREEK COMMUNITY SCHOOL,2015,2,1
331900011502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2015,17,5
331900011504,HIGH SCHOOL FOR CIVIL RIGHTS,2015,19,6
331900011507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2015,11,3
331900011510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2015,10,4
331900011583,MULTICULTURAL HIGH SCHOOL,2015,10,4
331900011615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2015,7,1
331900011618,ACADEMY OF INNOVATIVE TECHNOLOGY,2015,11,3
331900011639,BROOKLYN LAB SCHOOL,2015,26,8
331900011659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2015,10,3
331900011660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2015,14,3
331900011683,"SCHOOL FOR CLASSICS:  AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS (THE)",2015,7,2
